Category,City,Country,Customer ID,Customer Name,Discount Category ,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit Status ,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales,Shipping Days
Office Supplies,Las Vegas,United States,AM-10705,Anne McFarland,Low Discount ,20-09-2015,CA-2015-151470,89115,OFF-BI-10004040,Wilson Jones Impact Binders,Profit,West,Consumer,26-09-2015,Standard Class,Nevada,Binders,0.2,16.5242,0.3625,11,45.584,6
Technology,Cleveland,United States,RA-19945,Ryan Akin,Low Discount ,10-12-2015,CA-2015-112823,44105,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,Profit,East,Consumer,16-12-2015,Standard Class,Ohio,Accessories,0.2,4.4604,0.175,2,25.488,6
Office Supplies,Seattle,United States,MM-17260,Magdelene Morse,Low Discount ,28-05-2014,CA-2014-108861,98105,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Profit,West,Consumer,01-06-2014,Standard Class,Washington,Binders,0.2,51.36,0.375,4,136.96,4
Technology,Chicago,United States,BN-11470,Brad Norvell,Low Discount ,14-03-2017,CA-2017-114370,60623,TEC-PH-10000213,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Profit,Central,Corporate,17-03-2017,Second Class,Illinois,Phones,0.2,4.9616,0.1,2,49.616,3
Office Supplies,Columbus,United States,JB-16045,Julia Barnett,Low Discount ,08-12-2016,CA-2016-158302,43229,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Profit,East,Home Office,12-12-2016,Second Class,Ohio,Paper,0.2,3.4398,0.325,3,10.584,4
Office Supplies,Tucson,United States,DB-13615,Doug Bickford,Low Discount ,06-05-2017,CA-2017-145779,85705,OFF-PA-10002254,Xerox 1883,Profit,West,Consumer,10-05-2017,Standard Class,Arizona,Paper,0.2,27.4352,0.325,4,84.416,4
Technology,Philadelphia,United States,JB-16045,Julia Barnett,Medium Discount,06-03-2016,US-2016-155173,19120,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Loss,East,Home Office,10-03-2016,Standard Class,Pennsylvania,Phones,0.4,-71.99,-0.166666667,2,431.94,4
Office Supplies,Philadelphia,United States,JB-16045,Julia Barnett,High Discount ,06-03-2016,US-2016-155173,19120,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Loss,East,Home Office,10-03-2016,Standard Class,Pennsylvania,Binders,0.7,-1.4982,-0.733333333,1,2.043,4
Technology,Philadelphia,United States,JB-16045,Julia Barnett,Medium Discount,06-03-2016,US-2016-155173,19120,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Loss,East,Home Office,10-03-2016,Standard Class,Pennsylvania,Phones,0.4,-12.5103,-0.183333333,3,68.238,4
Furniture,Cranston,United States,AH-10075,Adam Hart,Medium Discount,23-10-2017,CA-2017-125451,2920,FUR-TA-10001039,KI Adjustable-Height Table,Loss,East,Corporate,24-10-2017,First Class,Rhode Island,Tables,0.3,-13.7568,-0.057142857,4,240.744,1
Furniture,Cranston,United States,AH-10075,Adam Hart,No Discount ,23-10-2017,CA-2017-125451,2920,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Profit,East,Corporate,24-10-2017,First Class,Rhode Island,Furnishings,0,14.7,0.42,4,35,1
Furniture,Cranston,United States,AH-10075,Adam Hart,No Discount ,23-10-2017,CA-2017-125451,2920,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Profit,East,Corporate,24-10-2017,First Class,Rhode Island,Furnishings,0,50.5632,0.24,2,210.68,1
Furniture,Cranston,United States,AH-10075,Adam Hart,Medium Discount,23-10-2017,CA-2017-125451,2920,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Loss,East,Corporate,24-10-2017,First Class,Rhode Island,Tables,0.3,-127.5792,-0.2,3,637.896,1
Office Supplies,Cranston,United States,AH-10075,Adam Hart,No Discount ,23-10-2017,CA-2017-125451,2920,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Profit,East,Corporate,24-10-2017,First Class,Rhode Island,Paper,0,21.2856,0.49,8,43.44,1
Office Supplies,Cranston,United States,AH-10075,Adam Hart,No Discount ,23-10-2017,CA-2017-125451,2920,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Profit,East,Corporate,24-10-2017,First Class,Rhode Island,Appliances,0,0.666,0.3,1,2.22,1
Technology,San Francisco,United States,AI-10855,Arianne Irving,Low Discount ,28-04-2014,CA-2014-131387,94122,TEC-PH-10001459,Samsung Galaxy Mega 6.3,Profit,West,Consumer,30-04-2014,First Class,California,Phones,0.2,125.997,0.075,5,1679.96,2
Furniture,Houston,United States,TH-21115,Thea Hudgings,Medium Discount,18-04-2016,CA-2016-125087,77070,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Loss,Central,Corporate,23-04-2016,Standard Class,Texas,Chairs,0.3,-93.4724,-0.271428571,4,344.372,5
Office Supplies,Houston,United States,TH-21115,Thea Hudgings,Low Discount ,18-04-2016,CA-2016-125087,77070,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Profit,Central,Corporate,23-04-2016,Standard Class,Texas,Storage,0.2,77.7468,0.05,3,1554.936,5
Furniture,Houston,United States,TH-21115,Thea Hudgings,High Discount ,18-04-2016,CA-2016-125087,77070,FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Loss,Central,Corporate,23-04-2016,Standard Class,Texas,Furnishings,0.6,-67.137,-0.525,5,127.88,5
Technology,Los Angeles,United States,JE-15610,Jim Epp,Low Discount ,22-05-2016,CA-2016-154081,90049,TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,Profit,West,Corporate,29-05-2016,Standard Class,California,Phones,0.2,22.2384,0.1,2,222.384,7
Furniture,Chicago,United States,TH-21235,Tiffany House,Medium Discount,28-05-2017,US-2017-118556,60653,FUR-CH-10001146,"Global Task Chair, Black",Loss,Central,Corporate,02-06-2017,Second Class,Illinois,Chairs,0.3,-29.0073,-0.271428571,3,106.869,5
Office Supplies,Chicago,United States,TH-21235,Tiffany House,High Discount ,28-05-2017,US-2017-118556,60653,OFF-BI-10004364,Storex Dura Pro Binders,Loss,Central,Corporate,02-06-2017,Second Class,Illinois,Binders,0.8,-6.237,-1.75,3,3.564,5
Office Supplies,Houston,United States,JE-15715,Joe Elijah,High Discount ,25-08-2014,CA-2014-126200,77070,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Loss,Central,Consumer,29-08-2014,Standard Class,Texas,Binders,0.8,-39.804,-1.55,3,25.68,4
Office Supplies,Houston,United States,JE-15715,Joe Elijah,High Discount ,25-08-2014,CA-2014-126200,77070,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Loss,Central,Consumer,29-08-2014,Standard Class,Texas,Binders,0.8,-19.8144,-1.6,3,12.384,4
Office Supplies,Bristol,United States,AT-10735,Annie Thurman,No Discount ,30-08-2014,CA-2014-146500,6010,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Profit,East,Consumer,04-09-2014,Standard Class,Connecticut,Binders,0,11.891,0.47,5,25.3,5
Office Supplies,Bristol,United States,AT-10735,Annie Thurman,No Discount ,30-08-2014,CA-2014-146500,6010,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Profit,East,Consumer,04-09-2014,Standard Class,Connecticut,Storage,0,9.594,0.1,3,95.94,5
Office Supplies,Holland,United States,JH-15820,John Huston,No Discount ,03-09-2015,CA-2015-169537,49423,OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Profit,Central,Consumer,07-09-2015,Second Class,Michigan,Labels,0,3.6,0.48,2,7.5,4
Technology,Albuquerque,United States,DR-12940,Daniel Raglin,Low Discount ,28-03-2014,CA-2014-100881,87105,TEC-PH-10003273,AT&T TR1909W,Profit,West,Home Office,01-04-2014,Standard Class,New Mexico,Phones,0.2,22.6782,0.075,3,302.376,4
Technology,Louisville,United States,AB-10165,Alan Barnes,Low Discount ,10-05-2015,CA-2015-144043,80027,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,Loss,West,Consumer,15-05-2015,Standard Class,Colorado,Accessories,0.2,-2.918,-0.0625,4,46.688,5
Office Supplies,New York City,United States,MC-18100,Mick Crebagga,No Discount ,09-04-2015,CA-2015-116512,10024,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Profit,East,Consumer,14-04-2015,Standard Class,New York,Storage,0,3.0498,0.17,3,17.94,5
Office Supplies,Norwich,United States,IG-15085,Ivan Gibson,No Discount ,09-04-2015,CA-2015-101000,6360,OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Profit,East,Consumer,14-04-2015,Standard Class,Connecticut,Appliances,0,144.3546,0.39,3,370.14,5
Office Supplies,San Francisco,United States,FH-14275,Frank Hawley,Low Discount ,19-09-2016,CA-2016-168557,94122,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Profit,West,Corporate,23-09-2016,Standard Class,California,Binders,0.2,3.1248,0.35,2,8.928,4
Furniture,Noblesville,United States,AS-10285,Alejandro Savely,No Discount ,11-11-2016,US-2016-164196,46060,FUR-TA-10001950,Balt Solid Wood Round Tables,Profit,Central,Corporate,17-11-2016,Standard Class,Indiana,Tables,0,241.1046,0.09,6,2678.94,6
Furniture,Clarksville,United States,PN-18775,Parhena Norris,Low Discount ,23-04-2017,US-2017-132031,37042,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Loss,South,Home Office,27-04-2017,Standard Class,Tennessee,Bookcases,0.2,-14.5176,-0.0375,4,387.136,4
Technology,Clarksville,United States,PN-18775,Parhena Norris,Low Discount ,23-04-2017,US-2017-132031,37042,TEC-AC-10002473,Maxell 4.7GB DVD-R,Profit,South,Home Office,27-04-2017,Standard Class,Tennessee,Accessories,0.2,11.9196,0.2625,2,45.408,4
Furniture,Clarksville,United States,PN-18775,Parhena Norris,Low Discount ,23-04-2017,US-2017-132031,37042,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Loss,South,Home Office,27-04-2017,Standard Class,Tennessee,Furnishings,0.2,-11.6928,-0.15,3,77.952,4
Office Supplies,Clarksville,United States,PN-18775,Parhena Norris,Low Discount ,23-04-2017,US-2017-132031,37042,OFF-LA-10000081,Avery 496,Profit,South,Home Office,27-04-2017,Standard Class,Tennessee,Labels,0.2,1.05,0.35,1,3,4
Office Supplies,Hollywood,United States,GM-14500,Gene McClure,Low Discount ,22-10-2015,CA-2015-169733,33021,OFF-ST-10000876,Eldon Simplefile Box Office,Profit,South,Consumer,26-10-2015,Second Class,Florida,Storage,0.2,0.9952,0.1,1,9.952,4
Office Supplies,York,United States,NC-18625,Noah Childs,High Discount ,09-04-2017,CA-2017-169404,17403,OFF-BI-10004492,Tuf-Vin Binders,Loss,East,Corporate,14-04-2017,Standard Class,Pennsylvania,Binders,0.7,-29.0536,-0.766666667,4,37.896,5
Office Supplies,York,United States,NC-18625,Noah Childs,Low Discount ,09-04-2017,CA-2017-169404,17403,OFF-PA-10001033,Xerox 1893,Profit,East,Corporate,14-04-2017,Standard Class,Pennsylvania,Paper,0.2,23.7742,0.3625,2,65.584,5
Office Supplies,Mesa,United States,TW-21025,Tamara Willingham,Low Discount ,27-10-2017,CA-2017-134880,85204,OFF-PA-10004039,Xerox 1882,Profit,West,Home Office,01-11-2017,Standard Class,Arizona,Paper,0.2,16.2342,0.3625,1,44.784,5
Technology,New York City,United States,BF-11020,Barry Französisch,No Discount ,30-10-2015,CA-2015-145758,10024,TEC-MA-10004552,Star Micronics TSP100 TSP143LAN Receipt Printer,Profit,East,Corporate,30-10-2015,Same Day,New York,Machines,0,269.308,0.26,4,1035.8,0
Office Supplies,San Francisco,United States,TT-21460,Tonja Turnell,No Discount ,18-12-2017,CA-2017-158736,94110,OFF-AR-10002578,Newell 335,Profit,West,Home Office,24-12-2017,Standard Class,California,Art,0,1.6704,0.29,2,5.76,6
Office Supplies,Los Angeles,United States,SW-20245,Scot Wooten,No Discount ,12-03-2016,US-2016-119270,90036,OFF-PA-10004022,Hammermill Color Copier Paper (28Lb. and 96 Bright),Profit,West,Consumer,16-03-2016,Standard Class,California,Paper,0,8.991,0.45,2,19.98,4
Technology,Omaha,United States,PG-18820,Patrick Gardner,No Discount ,21-07-2014,CA-2014-109890,68104,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,Profit,Central,Consumer,27-07-2014,Standard Class,Nebraska,Phones,0,10.0744,0.28,2,35.98,6
Office Supplies,Philadelphia,United States,DP-13390,Dennis Pardue,Low Discount ,24-05-2016,CA-2016-138583,19120,OFF-AR-10001860,BIC Liqua Brite Liner,Profit,East,Home Office,28-05-2016,Standard Class,Pennsylvania,Art,0.2,3.3312,0.2,3,16.656,4
Office Supplies,New York City,United States,DJ-13510,Don Jones,No Discount ,11-02-2017,US-2017-118535,10024,OFF-LA-10001297,Avery 473,Profit,East,Corporate,15-02-2017,Standard Class,New York,Labels,0,9.936,0.48,2,20.7,4
Office Supplies,Grand Rapids,United States,EN-13780,Edward Nazzal,No Discount ,20-09-2016,CA-2016-126284,49505,OFF-BI-10004828,GBC Poly Designer Binding Covers,Profit,Central,Consumer,24-09-2016,Standard Class,Michigan,Binders,0,41.013,0.49,5,83.7,4
Furniture,Seattle,United States,PB-19150,Philip Brown,No Discount ,24-09-2017,CA-2017-142391,98115,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Profit,West,Consumer,24-09-2017,Same Day,Washington,Furnishings,0,71.928,0.36,10,199.8,0
Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,No Discount ,27-03-2017,CA-2017-124716,93727,OFF-PA-10000740,Xerox 1982,Profit,West,Home Office,31-03-2017,Standard Class,California,Paper,0,21.0128,0.46,2,45.68,4
Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,No Discount ,27-03-2017,CA-2017-124716,93727,OFF-PA-10001144,Xerox 1913,Profit,West,Home Office,31-03-2017,Standard Class,California,Paper,0,53.2608,0.48,2,110.96,4
Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,No Discount ,27-03-2017,CA-2017-124716,93727,OFF-PA-10000859,Unpadded Memo Slips,Profit,West,Home Office,31-03-2017,Standard Class,California,Paper,0,5.97,0.5,3,11.94,4
Technology,Arlington,United States,SE-20110,Sanjit Engle,No Discount ,02-02-2016,CA-2016-158841,22204,TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Profit,South,Consumer,04-02-2016,Second Class,Virginia,Machines,0,2799.984,0.32,5,8749.95,2
Office Supplies,Arlington,United States,SE-20110,Sanjit Engle,No Discount ,02-02-2016,CA-2016-158841,22204,OFF-BI-10002557,Presstex Flexible Ring Binders,Profit,South,Consumer,04-02-2016,Second Class,Virginia,Binders,0,18.2,0.5,8,36.4,2
Furniture,Arlington,United States,SE-20110,Sanjit Engle,No Discount ,02-02-2016,CA-2016-158841,22204,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,Profit,South,Consumer,04-02-2016,Second Class,Virginia,Furnishings,0,7.1022,0.38,7,18.69,2
Office Supplies,Los Angeles,United States,AT-10735,Annie Thurman,No Discount ,07-07-2017,CA-2017-106824,90049,OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",Profit,West,Consumer,11-07-2017,Standard Class,California,Fasteners,0,0.1188,0.02,3,5.94,4
Office Supplies,Lubbock,United States,CC-12685,Craig Carroll,Low Discount ,23-10-2015,CA-2015-109190,79424,OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Profit,Central,Consumer,28-10-2015,Standard Class,Texas,Paper,0.2,20.4984,0.3375,8,60.736,5
Technology,Lubbock,United States,CC-12685,Craig Carroll,Low Discount ,23-10-2015,CA-2015-109190,79424,TEC-CO-10001943,Canon PC-428 Personal Copier,Profit,Central,Consumer,28-10-2015,Standard Class,Texas,Copiers,0.2,161.9919,0.3375,3,479.976,5
Office Supplies,Lubbock,United States,CC-12685,Craig Carroll,High Discount ,23-10-2015,CA-2015-109190,79424,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Loss,Central,Consumer,28-10-2015,Standard Class,Texas,Binders,0.8,-10.336,-1.7,1,6.08,5
Technology,Longmont,United States,AS-10225,Alan Schoenberger,Low Discount ,02-12-2016,CA-2016-143154,80501,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Loss,West,Corporate,08-12-2016,Standard Class,Colorado,Accessories,0.2,-6.21,-0.0375,3,165.6,6
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,No Discount ,05-03-2014,CA-2014-169061,10701,OFF-AR-10000588,Newell 345,Profit,East,Consumer,08-03-2014,Second Class,New York,Art,0,15.4752,0.26,3,59.52,3
Technology,Yonkers,United States,AB-10150,Aimee Bixby,No Discount ,05-03-2014,CA-2014-169061,10701,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Profit,East,Consumer,08-03-2014,Second Class,New York,Accessories,0,177.5889,0.37,3,479.97,3
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,No Discount ,05-03-2014,CA-2014-169061,10701,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Profit,East,Consumer,08-03-2014,Second Class,New York,Supplies,0,5.3998,0.29,2,18.62,3
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,Low Discount ,05-03-2014,CA-2014-169061,10701,OFF-BI-10001617,GBC Wire Binding Combs,Profit,East,Consumer,08-03-2014,Second Class,New York,Binders,0.2,16.7508,0.3375,6,49.632,3
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,No Discount ,05-03-2014,CA-2014-169061,10701,OFF-PA-10001878,Xerox 1891,Profit,East,Consumer,08-03-2014,Second Class,New York,Paper,0,45.9754,0.47,2,97.82,3
Technology,Los Angeles,United States,DH-13075,Dave Hallsten,Low Discount ,01-03-2015,CA-2015-102316,90045,TEC-PH-10000376,Square Credit Card Reader,Profit,West,Corporate,03-03-2015,Second Class,California,Phones,0.2,1.1988,0.075,2,15.984,2
Furniture,Los Angeles,United States,DH-13075,Dave Hallsten,Low Discount ,01-03-2015,CA-2015-102316,90045,FUR-CH-10003396,Global Deluxe Steno Chair,Loss,West,Corporate,03-03-2015,Second Class,California,Chairs,0.2,-20.7846,-0.1125,3,184.752,2
Office Supplies,Los Angeles,United States,SR-20740,Steven Roelle,No Discount ,20-02-2014,CA-2014-164903,90049,OFF-PA-10003363,Xerox 204,Profit,West,Home Office,24-02-2014,Standard Class,California,Paper,0,6.2208,0.48,2,12.96,4
Furniture,Amarillo,United States,NR-18550,Nick Radford,Medium Discount,02-05-2016,CA-2016-109400,79109,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Loss,Central,Consumer,06-05-2016,Standard Class,Texas,Chairs,0.3,-110.0232,-0.3,4,366.744,4
Office Supplies,Dallas,United States,SJ-20125,Sanjit Jacobs,High Discount ,08-03-2016,CA-2016-130400,75217,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Loss,Central,Home Office,12-03-2016,Standard Class,Texas,Binders,0.8,-14.1696,-1.6,9,8.856,4
Technology,Dallas,United States,SJ-20125,Sanjit Jacobs,Low Discount ,08-03-2016,CA-2016-130400,75217,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Profit,Central,Home Office,12-03-2016,Standard Class,Texas,Accessories,0.2,8.388,0.3,5,27.96,4
Office Supplies,Dallas,United States,SJ-20125,Sanjit Jacobs,Low Discount ,08-03-2016,CA-2016-130400,75217,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Profit,Central,Home Office,12-03-2016,Standard Class,Texas,Envelopes,0.2,49.3938,0.3375,3,146.352,4
Technology,Detroit,United States,CA-12775,Cynthia Arntzen,No Discount ,11-12-2015,CA-2015-135853,48205,TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,Profit,Central,Consumer,14-12-2015,First Class,Michigan,Accessories,0,61.3305,0.35,11,175.23,3
Technology,Detroit,United States,CA-12775,Cynthia Arntzen,No Discount ,11-12-2015,CA-2015-135853,48205,TEC-PH-10003691,BlackBerry Q10,Profit,Central,Consumer,14-12-2015,First Class,Michigan,Phones,0,31.4975,0.25,1,125.99,3
Office Supplies,Detroit,United States,CA-12775,Cynthia Arntzen,No Discount ,11-12-2015,CA-2015-135853,48205,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Profit,Central,Consumer,14-12-2015,First Class,Michigan,Binders,0,10.35,0.45,2,23,3
Office Supplies,New York City,United States,LC-16885,Lena Creighton,Low Discount ,22-12-2016,CA-2016-103359,10035,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Profit,East,Consumer,26-12-2016,Standard Class,New York,Binders,0.2,8.9544,0.35,2,25.584,4
Furniture,Houston,United States,NS-18640,Noel Staavos,High Discount ,02-02-2016,CA-2016-144645,77041,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Loss,Central,Corporate,08-02-2016,Standard Class,Texas,Furnishings,0.6,-77.4732,-1.05,2,73.784,6
Office Supplies,Orlando,United States,NS-18640,Noel Staavos,Low Discount ,05-06-2017,CA-2017-141614,32839,OFF-PA-10002787,Xerox 227,Profit,South,Corporate,09-06-2017,Standard Class,Florida,Paper,0.2,7.2576,0.35,4,20.736,4
Office Supplies,Florence,United States,HG-14965,Henry Goldwyn,No Discount ,21-08-2015,CA-2015-122168,41042,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Profit,South,Corporate,26-08-2015,Standard Class,Kentucky,Art,0,8.2344,0.47,3,17.52,5
Office Supplies,Florence,United States,HG-14965,Henry Goldwyn,No Discount ,21-08-2015,CA-2015-122168,41042,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Profit,South,Corporate,26-08-2015,Standard Class,Kentucky,Art,0,10.0128,0.28,12,35.76,5
Office Supplies,New York City,United States,SF-20200,Sarah Foster,No Discount ,07-04-2016,CA-2016-132899,10009,OFF-AR-10002833,Newell 322,Profit,East,Consumer,11-04-2016,Standard Class,New York,Art,0,0.9828,0.27,2,3.64,4
Furniture,Frisco,United States,EM-14065,Erin Mull,High Discount ,04-06-2017,CA-2017-149720,75034,FUR-FU-10002501,Nu-Dell Executive Frame,Loss,Central,Consumer,07-06-2017,Second Class,Texas,Furnishings,0.6,-17.4432,-0.575,6,30.336,3
Furniture,Paterson,United States,DO-13645,Doug O'Connell,No Discount ,04-12-2017,CA-2017-118003,7501,FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Profit,East,Consumer,10-12-2017,Standard Class,New Jersey,Furnishings,0,1.5588,0.12,1,12.99,6
Furniture,Paterson,United States,DO-13645,Doug O'Connell,No Discount ,04-12-2017,CA-2017-118003,7501,FUR-CH-10003817,"Global Value Steno Chair, Gray",Profit,East,Consumer,10-12-2017,Standard Class,New Jersey,Chairs,0,45.555,0.25,3,182.22,6
Furniture,Paterson,United States,DO-13645,Doug O'Connell,No Discount ,04-12-2017,CA-2017-118003,7501,FUR-CH-10004860,Global Low Back Tilter Chair,Profit,East,Consumer,10-12-2017,Standard Class,New Jersey,Chairs,0,18.1764,0.06,3,302.94,6
Furniture,Columbus,United States,MP-17470,Mark Packer,Low Discount ,11-01-2016,CA-2016-141887,43229,FUR-FU-10002268,Ultra Door Push Plate,Profit,East,Home Office,15-01-2016,Standard Class,Ohio,Furnishings,0.2,8.9362,0.1625,14,54.992,4
Technology,Milwaukee,United States,MY-18295,Muhammed Yedwab,No Discount ,01-04-2016,US-2016-160206,53209,TEC-PH-10000148,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Profit,Central,Corporate,07-04-2016,Standard Class,Wisconsin,Phones,0,0.2598,0.02,1,12.99,6
Office Supplies,San Francisco,United States,DB-13615,Doug Bickford,No Discount ,21-09-2017,CA-2017-133074,94109,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Profit,West,Consumer,25-09-2017,Standard Class,California,Paper,0,27.93,0.5,7,55.86,4
Technology,Columbus,United States,SP-20920,Susan Pistek,Medium Discount,16-03-2017,CA-2017-161172,43229,TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Loss,East,Consumer,16-03-2017,Same Day,Ohio,Phones,0.4,-7.396,-0.166666667,2,44.376,0
Furniture,Columbus,United States,SP-20920,Susan Pistek,Low Discount ,16-03-2017,CA-2017-161172,43229,FUR-FU-10003424,Nu-Dell Oak Frame,Profit,East,Consumer,16-03-2017,Same Day,Ohio,Furnishings,0.2,7.6896,0.15,6,51.264,0
Office Supplies,Columbus,United States,SP-20920,Susan Pistek,High Discount ,16-03-2017,CA-2017-161172,43229,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Loss,East,Consumer,16-03-2017,Same Day,Ohio,Binders,0.7,-3.462,-0.666666667,3,5.193,0
Technology,Columbus,United States,SP-20920,Susan Pistek,Low Discount ,16-03-2017,CA-2017-161172,43229,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Profit,East,Consumer,16-03-2017,Same Day,Ohio,Accessories,0.2,43.9956,0.275,2,159.984,0
Office Supplies,Columbus,United States,SP-20920,Susan Pistek,Low Discount ,16-03-2017,CA-2017-161172,43229,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Profit,East,Consumer,16-03-2017,Same Day,Ohio,Storage,0.2,3.389,0.0625,2,54.224,0
Furniture,Los Angeles,United States,ME-17320,Maria Etezadi,Low Discount ,10-11-2017,CA-2017-137624,90008,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",Loss,West,Home Office,17-11-2017,Standard Class,California,Chairs,0.2,-36.2136,-0.15,2,241.424,7
Office Supplies,Detroit,United States,BS-11755,Bruce Stewart,No Discount ,30-11-2016,CA-2016-156748,48227,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Profit,Central,Consumer,06-12-2016,Standard Class,Michigan,Paper,0,16.68,0.5,4,33.36,6
Office Supplies,Detroit,United States,BS-11755,Bruce Stewart,No Discount ,30-11-2016,CA-2016-156748,48227,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Profit,Central,Consumer,06-12-2016,Standard Class,Michigan,Paper,0,6.3296,0.46,2,13.76,6
Office Supplies,Detroit,United States,BS-11755,Bruce Stewart,No Discount ,30-11-2016,CA-2016-156748,48227,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Profit,Central,Consumer,06-12-2016,Standard Class,Michigan,Storage,0,24.843,0.05,7,496.86,6
Furniture,Detroit,United States,BS-11755,Bruce Stewart,No Discount ,30-11-2016,CA-2016-156748,48227,FUR-CH-10000513,High-Back Leather Manager's Chair,Profit,Central,Consumer,06-12-2016,Standard Class,Michigan,Chairs,0,35.0973,0.09,3,389.97,6
Office Supplies,Columbus,United States,KS-16300,Karen Seio,No Discount ,13-01-2015,CA-2015-169677,31907,OFF-LA-10003223,Avery 508,Profit,South,Corporate,15-01-2015,Second Class,Georgia,Labels,0,4.8118,0.49,2,9.82,2
